file_name;timestamp;user_id;Emotion_1_mean;Emotion_1_std;Emotion_1_label;Emotion_2_mean;Emotion_2_std;Emotion_2_label;Emotion_3_mean;Emotion_3_std;Emotion_3_label;arousal;valence;dominance
1742915447_0.wav;1728511199;14;1.0;0.098529587;fear;1.0;0.027339521;fear;0.736096452;0.037054042;neutral;0.6049512630026875;-0.6758650557138245;-0.9877366674659738
1706111235_1.wav;1711463185;6;0.0;0.049038062;sadness;0.0;0.048315279;fear;0.0;0.062366378;neutral;0.06347877529867385;-0.9729626954553372;-0.6435498866797267
1705851095_2.wav;1765947143;19;0.905927032;0.007998503;happiness;0.754094053;0.068044415;happiness;1.0;0.066528954;fear;0.3006352459746754;0.9292433018832957;0.7819028067823088
1763040698_3.wav;1714622047;82;1.0;0.058974309;neutral;1.0;0.061143756;neutral;1.0;0.06230076;neutral;0.44323541553967427;0.09601070043709442;0.05834921270154687
1717821413_4.wav;1743853187;13;0.0;0.069919636;sadness;0.0;0.089442978;anger;0.0;0.091029964;disgust;0.038760738466387966;-0.7549928699877126;-0.4942324805584887
1771101709_5.wav;1762635871;42;1.0;0.087778475;fear;0.714841451;0.030527196;anger;0.743403297;0.018362837;fear;0.7960267878066036;-0.6587818306437304;-0.87375185625673
1739134330_6.wav;1710966300;38;0.956426505;0.063042343;fear;0.696840812;0.088052327;happiness;0.745940448;0.054772131;anger;0.6462320024376036;-0.5810078005620656;-0.8322246029977355
1767296410_7.wav;1731358799;86;1.0;0.023412601;fear;0.715664158;0.096029109;neutral;0.867742949;0.091914011;neutral;0.9648134335701829;-0.5761188110893323;-0.7376138464431625
1773186429_8.wav;1708186392;37;0.915789343;0.0208666;disgust;1.0;0.001820494;neutral;0.749007475;0.082701437;neutral;0.6164162044814837;-0.9194755572694531;-0.505963319655009
1780177140_9.wav;1722522307;69;1.0;0.013427083;neutral;0.981178314;0.058698816;happiness;1.0;0.015231114;disgust;0.36995684126143596;0.0776225737369762;0.08795707459026685
1732982824_10.wav;1726705786;72;1.0;0.078574147;happiness;1.0;0.053180598;fear;1.0;0.00613046;happiness;0.34558856838288304;0.9725072080554142;0.8820156142652267
1781561269_11.wav;1747210558;92;1.0;0.072410857;neutral;0.743407112;0.056776957;neutral;1.0;0.052927463;neutral;0.4984409829555428;0.04389964230476223;0.024821170186222485
1700759901_12.wav;1743631310;49;1.0;0.068878332;disgust;1.0;0.028514187;neutral;0.734039907;0.010970818;sadness;0.5114813046011659;-0.5937090466418802;-0.5719011432421517
1765413993_13.wav;1744708983;66;1.0;0.045114188;sadness;0.939595568;0.079788782;fear;1.0;0.056995636;neutral;0.08698353201625941;-0.8112715672989599;-0.5828103256979269
1729096006_14.wav;1705879410;60;0.941498654;0.081763086;neutral;0.739955865;0.020237654;disgust;0.91283863;0.001286816;neutral;0.39849279476318683;0.09671334516395577;0.22970472332751987
1733417859_15.wav;1750722222;22;0.871545047;0.065112986;happiness;1.0;0.046729933;sadness;0.714421813;0.05652813;neutral;0.6971956719758973;0.5129034714675063;0.7460647479828648
1717265224_16.wav;1743016081;65;1.0;0.001770261;sadness;0.985914058;0.014251577;happiness;0.754281108;0.077317541;happiness;0.15739259531063224;-0.9822566793415587;-0.6064678022811321
1782217803_17.wav;1717988863;51;1.0;0.023304132;sadness;1.0;0.089621971;happiness;1.0;0.032905599;happiness;0.2190123746432793;-0.8633820184459102;-0.5383052792981668
