file_name;timestamp;user_id;Emotion_1_mean;Emotion_1_std;Emotion_1_label;Emotion_2_mean;Emotion_2_std;Emotion_2_label;Emotion_3_mean;Emotion_3_std;Emotion_3_label;arousal;valence;dominance
1704063600_0.wav;1704063600;9;0.841728774;0.003576594;neutral;0.770809901;0.055630991;neutral;0.717714507;0.042778237;neutral;0.42900763886057547;-0.05888212533349327;0.23600719435361386
1704095194_1.wav;1704095194;18;1.0;0.008211051;neutral;1.0;0.060305439;fear;0.900678375;0.003672067;neutral;0.3016683647066237;0.03545218286673851;0.10530942912156194
1704126789_2.wav;1704126789;22;0.0;0.031391557;sadness;0.174414789;0.02487847;fear;0.0;0.04473266;fear;0.1667086261286491;-0.7159701627741937;-0.6948234669168792
1704158384_3.wav;1704158384;20;1.0;0.069169677;sadness;0.968385104;0.057268741;happiness;0.819644819;0.077049034;happiness;0.21023921560366257;-0.946868159577835;-0.3610405939042569
1704189979_4.wav;1704189979;5;1.0;0.033332805;anger;0.700046851;0.087555076;disgust;0.942068716;0.016112017;disgust;0.7954819861669531;-0.4330013177993876;-0.25546897338087216
1704221574_5.wav;1704221574;14;0.0;0.035743975;sadness;0.0;0.084508867;neutral;0.0;0.001824159;sadness;0.09065358580898858;-0.7485973514831097;-0.6226697380424546
1704253169_6.wav;1704253169;16;1.0;0.01408032;anger;1.0;0.092277041;neutral;1.0;0.039157397;neutral;0.9968802416417883;-0.6246432310302678;-0.48880779095896065
1704284764_7.wav;1704284764;5;1.0;0.057224475;happiness;0.936104388;0.008037628;fear;0.70535454;0.012377603;neutral;0.41026045662986116;0.881516017249642;0.7352882299761299
1704316359_8.wav;1704316359;13;0.757572085;0.04021014;neutral;0.777252358;0.054783999;anger;1.0;0.065279947;neutral;0.22229103803232492;0.0063905052714480215;0.017980782502703185
1704347954_9.wav;1704347954;6;0.752334459;0.0919436;neutral;0.983403217;0.070310024;anger;0.909152686;0.07509104;neutral;0.3694672177893007;-0.016589245157584642;0.029368025388224403
1704379549_10.wav;1704379549;8;0.807961709;0.041567811;sadness;0.805796049;0.034970981;happiness;0.92555165;0.003695381;fear;0.20370595573776776;-0.783978109863575;-0.4854213948551164
1704411144_11.wav;1704411144;4;1.0;0.024275496;neutral;0.954492533;0.005614577;disgust;1.0;0.095649087;neutral;0.28479813703245854;-0.03159084023466796;0.09117741876519775
1704442739_12.wav;1704442739;13;1.0;0.023058619;sadness;1.0;0.083122539;neutral;0.747873555;0.07901409;neutral;0.24322070700026502;-0.8080068736778376;-0.68152508357993
1704474334_13.wav;1704474334;13;1.0;0.043096212;anger;0.8780788;0.060571991;sadness;0.991791115;0.084623378;disgust;0.9432473961713461;-0.6729407856208526;-0.28098947767863824
1704505929_14.wav;1704505929;2;1.0;0.073190796;happiness;0.706785707;0.035685946;anger;0.794304483;0.077709527;neutral;0.6637653804619251;0.5633564451714026;0.7488008396263721
1704537524_15.wav;1704537524;5;1.0;0.015221486;neutral;1.0;0.027472996;anger;1.0;0.05380068;anger;0.38950323886520966;-0.027682908223244665;0.159903558966742
1704569119_16.wav;1704569119;1;0.804932349;0.046918712;anger;0.841395772;0.05841926;neutral;0.854040461;0.09682211;neutral;0.7971724778084919;-0.47545795876842123;-0.36052604818634004
1704600714_17.wav;1704600714;10;1.0;0.020410722;neutral;0.996714147;0.045394386;happiness;0.768588919;0.070918124;neutral;0.4707078049558644;-0.01694543531936958;0.2121834033112483
1704632309_18.wav;1704632309;11;0.812064598;0.027762311;neutral;1.0;0.054913875;happiness;0.985710674;0.057895479;happiness;0.2870849464567953;-0.07640829815497674;0.1929665772399672
1704663904_19.wav;1704663904;11;0.999774166;0.065889774;neutral;1.0;0.056244291;fear;0.948486059;0.094856934;anger;0.4260257207810818;-0.07184067654374096;0.018144042063331912
1704695499_20.wav;1704695499;19;0.744945682;0.056792069;neutral;0.763482412;0.065721973;happiness;0.987665255;0.055892606;happiness;0.4736810490454522;0.017853974295589284;0.07495929838283417
1704727094_21.wav;1704727094;4;1.0;0.081872512;fear;0.982020485;0.054958617;fear;0.91622032;0.090669602;disgust;0.6036746255201736;-0.8467669508686856;-0.9519181053851058
1704758689_22.wav;1704758689;12;0.827678782;0.064629317;neutral;1.0;0.080206374;neutral;1.0;0.003805624;neutral;0.2095199050415869;-0.09586337267586142;0.2636434514823216
1704790284_23.wav;1704790284;12;1.0;0.092340392;neutral;1.0;0.012403202;neutral;1.0;0.074236666;happiness;0.27723293788992054;-0.014786611500283792;0.26862200006928444
1704821879_24.wav;1704821879;16;1.0;0.097587265;neutral;0.792652606;0.026857646;neutral;0.954568367;0.001695124;happiness;0.3611562374844837;0.018654577629119887;0.2713867694321969
1704853474_25.wav;1704853474;21;1.0;0.07659637;sadness;1.0;0.084033701;neutral;0.917483196;0.061862476;neutral;0.02743145674643499;-0.8731909465080416;-0.6152005419890555
1704885069_26.wav;1704885069;16;0.843297889;0.013444642;happiness;1.0;0.043835687;happiness;1.0;0.081569499;neutral;0.3137826957707715;0.6117355434419719;0.9153777277272988
