file_name,Emotion_1_label,Emotion_1_mean,Emotion_1_std,Emotion_2_label,Emotion_2_mean,Emotion_2_std,Emotion_3_label,Emotion_3_mean,Emotion_3_std,valence,arousal,dominance,user_id,timestamp
audios\recording4.wav,happiness,0.27896313557459296,0.06463974971030759,disgust,0.2239917790386907,0.1432427392076472,sadness,0.19803368558223536,0.16905637245446475,0.59963655,0.40077883,0.44260675,,audios\recording4.wav
audios\recording5.wav,happiness,0.29330667583974124,0.06621244341802193,sadness,0.21374790846987435,0.15068503870090058,disgust,0.15120532075918167,0.0572835780949378,0.37460184,0.14742786,0.2065258,,audios\recording5.wav
audios\recording8.wav,happiness,0.37251373863858017,0.17788254900927986,sadness,0.23009754902276117,0.1342471473522277,disgust,0.13643069245846667,0.04237534740777395,0.3796039,0.30177402,0.4062136,,audios\recording8.wav
audios\recording0.wav,happiness,0.3649905717067238,0.12687734166821768,sadness,0.2009609934414775,0.14741363336722021,disgust,0.15987494486854675,0.05271760679647449,0.51504767,0.34814924,0.40333456,,audios\recording0.wav
audios\recording0.wav,sadness,0.4322890683492052,0.1335633626598838,happiness,0.18870729177094053,0.014034687397633205,fear,0.10127985728941884,0.03162197506872543,0.46376503,0.35262918,0.33329192,,audios\recording0.wav
audios\recording0.wav,happiness,0.3190435897984792,0.1303767422569238,anger,0.2833640489184614,0.029137818936897642,fear,0.16456413951585358,0.04223985907587425,0.7119869,0.5883953,0.57816803,,audios\recording0.wav
audios\recording0.wav,happiness,0.302830009443681,0.15180149557391728,sadness,0.27231349499076557,0.12106422091538259,anger,0.1572527752391212,0.05376071037621476,0.40478563,0.56276697,0.49683517,,audios\recording0.wav
audios\recording4.wav,happiness,0.41629885622190066,0.21085418511290435,sadness,0.1893192984467932,0.15292161718989372,anger,0.12916260476672214,0.06261812572895413,0.30875146,0.4372742,0.45924383,,audios\recording4.wav
audios\recording1.wav,happiness,0.38907944641654924,0.1979826166575069,anger,0.16254878738344297,0.08654418240369026,sadness,0.14176951648327626,0.11180812804521681,0.43235147,0.36360088,0.44720888,,audios\recording1.wav
audios\recording2.wav,sadness,0.4331498842447974,0.08344636926756244,happiness,0.23520875584470183,0.0361052466426203,fear,0.10457266298864881,0.022129608524927638,0.49207264,0.41493413,0.43359423,,audios\recording2.wav
audios\recording1.wav,sadness,0.33647206639135807,0.1319576372999518,neutral,0.27666169691268383,0.2718863644264447,happiness,0.1537696650430938,0.054841238641234274,0.4073894,0.21169089,0.2873875,,audios\recording1.wav
audios\recording1.wav,happiness,0.3267759244999233,0.14533666353567606,sadness,0.21679108473352507,0.12230487298891286,disgust,0.1596654476761666,0.050604497374031124,0.3626302,0.30201942,0.36274582,,audios\recording1.wav
